ItemType	Code	Equiv1	Equiv2	*CTC	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol
p013	p013			id236 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p014	p014			id236 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p015	p015			id236 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p016	p016			id236 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p017	p017			id236 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p018	p018			id236 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p019	p019			id236 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p020	p020			id236 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p021	p021			id236 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p022	p022			id236 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p023	p023			id236 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p024	p024			id236 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p025	p025			id236 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p026	p026			id236 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p027	p027			id236 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p028	p028			id236 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p029	p029			id236 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p030	p030			id236 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p031	p031			id236 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p032	p032			id236 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p033	p033			id236 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p034	p034			id236 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p035	p035			id236 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p036	p036			id236 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p037	p037			id236 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p038	p038			id236 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p039	p039			id236 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p040	p040			id236 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p041	p041			id236 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p042	p042			id236 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p043	p043			id236 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p044	p044			id236 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p045	p045			id236 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p046	p046			id236 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p047	p047			id236 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p048	p048			id236 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p049	p049			id236 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p050	p050			id236 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p051	p051			id236 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p052	p052			id236 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p053	p053			id236 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p054	p054			id236 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p055	p055			id236 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p056	p056			id236 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p057	p057			id237 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p058	p058			id237 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p059	p059			id237 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p060	p060			id237 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p061	p061			id237 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p062	p062			id237 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p063	p063			id237 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p064	p064			id237 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p065	p065			id237 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p066	p066			id237 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p067	p067			id237 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p068	p068			id237 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p069	p069			id237 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p070	p070			id237 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p071	p071			id237 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p072	p072			id237 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p073	p073			id237 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p074	p074			id237 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p075	p075			id237 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p076	p076			id237 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p077	p077			id237 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p078	p078			id237 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p079	p079			id237 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p080	p080			id237 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p081	p081			id237 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p082	p082			id237 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p083	p083			id237 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p084	p084			id237 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p085	p085			id237 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p086	p086			id237 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p087	p087			id237 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p088	p088			id237 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p089	p089			id237 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p090	p090			id237 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p091	p091			id237 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p092	p092			id237 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p093	p093			id237 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p094	p094			id237 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p095	p095			id237 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p096	p096			id237 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p097	p097			id237 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p098	p098			id237 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p099	p099			id237 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p100	p100			id237 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p101	p101			id237 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p102	p102			id237 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p103	p103			id237 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p104	p104			id237 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p105	p105			id237 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p106	p106			id237 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p107	p107			id237 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p108	p108			id237 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p109	p109			id237 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p110	p110			id237 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p111	p111			id237 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p112	p112			id237 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p113	p113			id237 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p114	p114			id237 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p115	p115			id237 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p116	p116			id237 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p117	p117			id237 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p118	p118			id237 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p119	p119			id237 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p120	p120			id237 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p121	p121			id238 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p122	p122			id238 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p123	p123			id238 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p124	p124			id238 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p125	p125			id238 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p126	p126			id238 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p127	p127			id238 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p128	p128			id238 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p129	p129			id238 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p130	p130			id238 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p131	p131			id238 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p132	p132			id238 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p133	p133			id238 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p134	p134			id238 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p135	p135			id238 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p136	p136			id238 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p137	p137			id238 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p138	p138			id238 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p139	p139			id238 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p140	p140			id238 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p141	p141			id238 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p142	p142			id238 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p143	p143			id238 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p144	p144			id238 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p145	p145			id238 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p146	p146			id238 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p147	p147			id238 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p148	p148			id238 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p149	p149			id238 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p150	p150			id238 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p151	p151			id238 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p152	p152			id238 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p153	p153			id238 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p154	p154			id238 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p155	p155			id238 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p156	p156			id238 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p157	p157			id238 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p158	p158			id238 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p159	p159			id238 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p160	p160			id238 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p161	p161			id238 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p162	p162			id238 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p163	p163			id238 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p164	p164			id238 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p165	p165			id238 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p166	p166			id238 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p167	p167			id238 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p168	p168			id238 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p169	p169			id238 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p170	p170			id238 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p171	p171			id238 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p172	p172			id238 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p173	p173			id238 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p174	p174			id238 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p175	p175			id238 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p176	p176			id238 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p177	p177			id238 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p178	p178			id238 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p179	p179			id238 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p180	p180			id238 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p181	p181			id238 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p182	p182			id238 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p183	p183			id238 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p184	p184			id238 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p185	p185			id239 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p186	p186			id239 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p187	p187			id239 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p188	p188			id239 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p189	p189			id239 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p190	p190			id239 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p191	p191			id239 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p192	p192			id239 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p193	p193			id239 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p194	p194			id239 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p195	p195			id239 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p196	p196			id239 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p197	p197			id239 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p198	p198			id239 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p199	p199			id239 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p200	p200			id239 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p201	p201			id239 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p202	p202			id239 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p203	p203			id239 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p204	p204			id239 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p205	p205			id239 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p206	p206			id239 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p207	p207			id239 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p208	p208			id239 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p209	p209			id239 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p210	p210			id239 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p211	p211			id239 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p212	p212			id239 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p213	p213			id239 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p214	p214			id239 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p215	p215			id239 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p216	p216			id239 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p217	p217			id239 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p218	p218			id239 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p219	p219			id239 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p220	p220			id239 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p221	p221			id239 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p222	p222			id239 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p223	p223			id239 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p224	p224			id239 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p225	p225			id239 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p226	p226			id239 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p227	p227			id239 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p228	p228			id239 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p229	p229			id239 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p230	p230			id239 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p231	p231			id239 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p232	p232			id239 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p233	p233			id239 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p234	p234			id239 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p235	p235			id239 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p236	p236			id239 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p237	p237			id239 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p238	p238			id239 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p239	p239			id239 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p240	p240			id239 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p241	p241			id239 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p242	p242			id239 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p243	p243			id239 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p244	p244			id239 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p245	p245			id239 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p246	p246			id239 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p247	p247			id239 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p248	p248			id239 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p249	p249			id240 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p250	p250			id240 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p251	p251			id240 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p252	p252			id240 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p253	p253			id240 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p254	p254			id240 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p255	p255			id240 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p256	p256			id240 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p257	p257			id240 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p258	p258			id240 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p259	p259			id240 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p260	p260			id240 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p261	p261			id240 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p262	p262			id240 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p263	p263			id240 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p264	p264			id240 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p265	p265			id240 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p266	p266			id240 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p267	p267			id240 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p268	p268			id240 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p269	p269			id240 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p270	p270			id240 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p271	p271			id240 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p272	p272			id240 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p273	p273			id240 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p274	p274			id240 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p275	p275			id240 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p276	p276			id240 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p277	p277			id240 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p278	p278			id240 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p279	p279			id240 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p280	p280			id240 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p281	p281			id240 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p282	p282			id240 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p283	p283			id240 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p284	p284			id240 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p285	p285			id240 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p286	p286			id240 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p287	p287			id240 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p288	p288			id240 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p289	p289			id240 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p290	p290			id240 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p291	p291			id240 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p292	p292			id240 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p293	p293			id240 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p294	p294			id240 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p295	p295			id240 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p296	p296			id240 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p297	p297			id240 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p298	p298			id240 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p299	p299			id240 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p300	p300			id240 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p301	p301			id240 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p302	p302			id240 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p303	p303			id240 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
p304	p304			id240 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
